MS_system,Version Id,Microservice,Sum(Di)_x,Sum(Fin)_x,Sum(Fout)_x,Sum(IOVars)_x,Sum(MCLC)_x,Sum(NBD)_x,Sum(Si)_x,Sum(VG)_x,Avg(Di)_x,Avg(Fin)_x,Avg(Fout)_x,Avg(IOVars)_x,Avg(MCLC)_x,Avg(NBD)_x,Avg(Si)_x,Avg(VG)_x,Max(Di)_x,Max(Fin)_x,Max(Fout)_x,Max(IOVars)_x,Max(MCLC)_x,Max(NBD)_x,Max(Si)_x,Max(VG)_x,Sum(Di)_y,Sum(Fin)_y,Sum(Fout)_y,Sum(IOVars)_y,Sum(MCLC)_y,Sum(NBD)_y,Sum(Si)_y,Sum(VG)_y,Avg(Di)_y,Avg(Fin)_y,Avg(Fout)_y,Avg(IOVars)_y,Avg(MCLC)_y,Avg(NBD)_y,Avg(Si)_y,Avg(VG)_y,Max(Di)_y,Max(Fin)_y,Max(Fout)_y,Max(IOVars)_y,Max(MCLC)_y,Max(NBD)_y,Max(Si)_y,Max(VG)_y
train-ticket-0.0.3,3,ts-preserve-other-service,304.760784313,90.0,90.0,317.0,80.0,270.0,4720.0,310.0,1.1632091004312977,0.3435114503816794,0.3435114503816794,1.2099236641221374,0.3053435114503817,1.0305343511450382,18.015267175572518,1.183206106870229,8.0,6.0,67.0,8.0,33.0,4.0,4489.0,18.0,304.760784313,90.0,90.0,317.0,80.0,270.0,4720.0,310.0,1.1632091004312977,0.3435114503816794,0.3435114503816794,1.2099236641221374,0.3053435114503817,1.0305343511450382,18.015267175572518,1.183206106870229,8.0,6.0,67.0,8.0,33.0,4.0,4489.0,18.0
train-ticket-0.0.3,3,ts-preserve-service,310.758920187,93.0,93.0,323.0,80.0,276.0,5131.0,316.0,1.159548209652985,0.34701492537313433,0.34701492537313433,1.205223880597015,0.29850746268656714,1.0298507462686568,19.145522388059703,1.1791044776119404,8.0,6.0,70.0,8.0,33.0,4.0,4900.0,18.0,310.758920187,93.0,93.0,323.0,80.0,276.0,5131.0,316.0,1.159548209652985,0.34701492537313433,0.34701492537313433,1.205223880597015,0.29850746268656714,1.0298507462686568,19.145522388059703,1.1791044776119404,8.0,6.0,70.0,8.0,33.0,4.0,4900.0,18.0
train-ticket-0.0.3,3,ts-price-service,85.843137254,32.0,32.0,94.0,15.0,56.0,384.0,57.0,1.7519007602857142,0.6530612244897959,0.6530612244897959,1.9183673469387754,0.30612244897959184,1.1428571428571428,7.836734693877551,1.163265306122449,5.0,8.0,16.0,5.0,6.0,3.0,256.0,4.0,85.843137254,32.0,32.0,94.0,15.0,56.0,384.0,57.0,1.7519007602857142,0.6530612244897959,0.6530612244897959,1.9183673469387754,0.30612244897959184,1.1428571428571428,7.836734693877551,1.163265306122449,5.0,8.0,16.0,5.0,6.0,3.0,256.0,4.0
train-ticket-0.0.3,3,ts-rebook-service,242.619246031,90.0,90.0,266.0,123.0,226.0,1564.0,276.0,1.213096230155,0.45,0.45,1.33,0.615,1.13,7.82,1.38,8.0,10.0,26.0,8.0,28.0,9.0,676.0,18.0,242.619246031,90.0,90.0,266.0,123.0,226.0,1564.0,276.0,1.213096230155,0.45,0.45,1.33,0.615,1.13,7.82,1.38,8.0,10.0,26.0,8.0,28.0,9.0,676.0,18.0
train-ticket-0.0.3,3,ts-route-plan-service,158.745476436,73.0,73.0,176.0,59.0,146.0,1305.0,154.0,1.2026172457272726,0.553030303030303,0.553030303030303,1.3333333333333333,0.44696969696969696,1.106060606060606,9.886363636363637,1.1666666666666667,8.0,8.0,26.0,8.0,22.0,4.0,676.0,9.0,158.745476436,73.0,73.0,176.0,59.0,146.0,1305.0,154.0,1.2026172457272726,0.553030303030303,0.553030303030303,1.3333333333333333,0.44696969696969696,1.106060606060606,9.886363636363637,1.1666666666666667,8.0,8.0,26.0,8.0,22.0,4.0,676.0,9.0
train-ticket-0.0.3,3,ts-route-service,74.530769231,17.0,17.0,82.0,28.0,55.0,161.0,61.0,1.5527243589791666,0.3541666666666667,0.3541666666666667,1.7083333333333333,0.5833333333333334,1.1458333333333333,3.3541666666666665,1.2708333333333333,4.0,5.0,12.0,4.0,12.0,3.0,144.0,6.0,74.530769231,17.0,17.0,82.0,28.0,55.0,161.0,61.0,1.5527243589791666,0.3541666666666667,0.3541666666666667,1.7083333333333333,0.5833333333333334,1.1458333333333333,3.3541666666666665,1.2708333333333333,4.0,5.0,12.0,4.0,12.0,3.0,144.0,6.0
train-ticket-0.0.3,3,ts-seat-service,85.854166667,33.0,33.0,93.0,61.0,73.0,515.0,81.0,1.2814054726417912,0.4925373134328358,0.4925373134328358,1.3880597014925373,0.9104477611940298,1.0895522388059702,7.686567164179104,1.208955223880597,5.0,8.0,17.0,5.0,21.0,3.0,289.0,8.0,85.854166667,33.0,33.0,93.0,61.0,73.0,515.0,81.0,1.2814054726417912,0.4925373134328358,0.4925373134328358,1.3880597014925373,0.9104477611940298,1.0895522388059702,7.686567164179104,1.208955223880597,5.0,8.0,17.0,5.0,21.0,3.0,289.0,8.0
train-ticket-0.0.3,3,ts-security-service,100.333333332,36.0,36.0,118.0,52.0,85.0,302.0,103.0,1.2863247863076923,0.46153846153846156,0.46153846153846156,1.5128205128205128,0.6666666666666666,1.0897435897435896,3.871794871794872,1.3205128205128205,3.0,6.0,14.0,4.0,23.0,2.0,196.0,18.0,100.333333332,36.0,36.0,118.0,52.0,85.0,302.0,103.0,1.2863247863076923,0.46153846153846156,0.46153846153846156,1.5128205128205128,0.6666666666666666,1.0897435897435896,3.871794871794872,1.3205128205128205,3.0,6.0,14.0,4.0,23.0,2.0,196.0,18.0
train-ticket-0.0.3,3,ts-ticketinfo-service,85.0,0.0,0.0,85.0,3.0,61.0,0.0,63.0,1.4655172413793103,0.0,0.0,1.4655172413793103,0.05172413793103448,1.0517241379310345,0.0,1.0862068965517242,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0,85.0,0.0,0.0,85.0,3.0,61.0,0.0,63.0,1.4655172413793103,0.0,0.0,1.4655172413793103,0.05172413793103448,1.0517241379310345,0.0,1.0862068965517242,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0
train-ticket-0.0.3,3,ts-train-service,65.857142858,12.0,12.0,71.0,20.0,45.0,72.0,45.0,1.8816326530857144,0.34285714285714286,0.34285714285714286,2.0285714285714285,0.5714285714285714,1.2857142857142858,2.057142857142857,1.2857142857142858,5.0,4.0,6.0,5.0,3.0,2.0,36.0,3.0,65.857142858,12.0,12.0,71.0,20.0,45.0,72.0,45.0,1.8816326530857144,0.34285714285714286,0.34285714285714286,2.0285714285714285,0.5714285714285714,1.2857142857142858,2.057142857142857,1.2857142857142858,5.0,4.0,6.0,5.0,3.0,2.0,36.0,3.0
train-ticket-0.0.3,3,ts-travel-plan-service,195.928571428,31.0,31.0,210.0,12.0,152.0,229.0,154.0,1.3701298701258742,0.21678321678321677,0.21678321678321677,1.4685314685314685,0.08391608391608392,1.062937062937063,1.6013986013986015,1.0769230769230769,8.0,9.0,8.0,8.0,3.0,3.0,64.0,6.0,195.928571428,31.0,31.0,210.0,12.0,152.0,229.0,154.0,1.3701298701258742,0.21678321678321677,0.21678321678321677,1.4685314685314685,0.08391608391608392,1.062937062937063,1.6013986013986015,1.0769230769230769,8.0,9.0,8.0,8.0,3.0,3.0,64.0,6.0
train-ticket-0.0.3,3,ts-travel-service,286.570092227,71.0,71.0,319.0,118.0,236.0,865.0,246.0,1.3517457180518866,0.33490566037735847,0.33490566037735847,1.5047169811320755,0.5566037735849056,1.1132075471698113,4.080188679245283,1.1603773584905661,8.0,6.0,22.0,9.0,14.0,5.0,484.0,6.0,286.570092227,71.0,71.0,319.0,118.0,236.0,865.0,246.0,1.3517457180518866,0.33490566037735847,0.33490566037735847,1.5047169811320755,0.5566037735849056,1.1132075471698113,4.080188679245283,1.1603773584905661,8.0,6.0,22.0,9.0,14.0,5.0,484.0,6.0
train-ticket-0.0.3,3,ts-travel2-service,286.178787879,75.0,75.0,316.0,93.0,237.0,1201.0,249.0,1.3435623844084508,0.352112676056338,0.352112676056338,1.483568075117371,0.43661971830985913,1.1126760563380282,5.63849765258216,1.1690140845070423,8.0,7.0,29.0,9.0,17.0,5.0,841.0,6.0,286.178787879,75.0,75.0,316.0,93.0,237.0,1201.0,249.0,1.3435623844084508,0.352112676056338,0.352112676056338,1.483568075117371,0.43661971830985913,1.1126760563380282,5.63849765258216,1.1690140845070423,8.0,7.0,29.0,9.0,17.0,5.0,841.0,6.0
train-ticket-0.0.3,3,ts-verification-code-service,44.333333333,2.0,2.0,49.0,44.0,24.0,4.0,29.0,2.955555555533333,0.13333333333333333,0.13333333333333333,3.2666666666666666,2.933333333333333,1.6,0.26666666666666666,1.9333333333333333,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0,44.333333333,2.0,2.0,49.0,44.0,24.0,4.0,29.0,2.955555555533333,0.13333333333333333,0.13333333333333333,3.2666666666666666,2.933333333333333,1.6,0.26666666666666666,1.9333333333333333,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0
train-ticket-0.0.4,4,ts-admin-basic-info-service,195.0,0.0,0.0,195.0,19.0,120.0,0.0,126.0,1.652542372881356,0.0,0.0,1.652542372881356,0.16101694915254236,1.0169491525423728,0.0,1.0677966101694916,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0,195.0,0.0,0.0,195.0,19.0,120.0,0.0,126.0,1.652542372881356,0.0,0.0,1.652542372881356,0.16101694915254236,1.0169491525423728,0.0,1.0677966101694916,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0
train-ticket-0.0.4,4,ts-admin-order-service,48.0,0.0,0.0,48.0,39.0,62.0,0.0,82.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6964285714285714,1.1071428571428572,0.0,1.4642857142857142,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0,48.0,0.0,0.0,48.0,39.0,62.0,0.0,82.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6964285714285714,1.1071428571428572,0.0,1.4642857142857142,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0
train-ticket-0.0.4,4,ts-admin-travel-service,69.0,0.0,0.0,69.0,23.0,52.0,0.0,59.0,1.5333333333333334,0.0,0.0,1.5333333333333334,0.5111111111111111,1.1555555555555554,0.0,1.3111111111111111,8.0,0.0,0.0,8.0,6.0,3.0,0.0,6.0,69.0,0.0,0.0,69.0,23.0,52.0,0.0,59.0,1.5333333333333334,0.0,0.0,1.5333333333333334,0.5111111111111111,1.1555555555555554,0.0,1.3111111111111111,8.0,0.0,0.0,8.0,6.0,3.0,0.0,6.0
train-ticket-0.0.4,4,ts-assurance-service,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0
train-ticket-0.0.4,4,ts-cancel-service,67.0,0.0,0.0,67.0,85.0,56.0,0.0,84.0,1.558139534883721,0.0,0.0,1.558139534883721,1.9767441860465116,1.302325581395349,0.0,1.9534883720930232,4.0,0.0,0.0,4.0,23.0,6.0,0.0,18.0,67.0,0.0,0.0,67.0,85.0,56.0,0.0,84.0,1.558139534883721,0.0,0.0,1.558139534883721,1.9767441860465116,1.302325581395349,0.0,1.9534883720930232,4.0,0.0,0.0,4.0,23.0,6.0,0.0,18.0
train-ticket-0.0.4,4,ts-common,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0
train-ticket-0.0.4,4,ts-config-service,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0
train-ticket-0.0.4,4,ts-consign-price-service,45.0,0.0,0.0,45.0,11.0,39.0,0.0,38.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.3142857142857143,1.1142857142857143,0.0,1.0857142857142856,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0,45.0,0.0,0.0,45.0,11.0,39.0,0.0,38.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.3142857142857143,1.1142857142857143,0.0,1.0857142857142856,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0
train-ticket-0.0.4,4,ts-consign-service,64.0,0.0,0.0,64.0,30.0,50.0,0.0,52.0,1.4222222222222223,0.0,0.0,1.4222222222222223,0.6666666666666666,1.1111111111111112,0.0,1.1555555555555554,3.0,0.0,0.0,3.0,7.0,2.0,0.0,3.0,64.0,0.0,0.0,64.0,30.0,50.0,0.0,52.0,1.4222222222222223,0.0,0.0,1.4222222222222223,0.6666666666666666,1.1111111111111112,0.0,1.1555555555555554,3.0,0.0,0.0,3.0,7.0,2.0,0.0,3.0
train-ticket-0.0.4,4,ts-contacts-service,78.0,0.0,0.0,78.0,29.0,66.0,0.0,73.0,1.3448275862068966,0.0,0.0,1.3448275862068966,0.5,1.1379310344827587,0.0,1.2586206896551724,3.0,0.0,0.0,3.0,9.0,2.0,0.0,8.0,78.0,0.0,0.0,78.0,29.0,66.0,0.0,73.0,1.3448275862068966,0.0,0.0,1.3448275862068966,0.5,1.1379310344827587,0.0,1.2586206896551724,3.0,0.0,0.0,3.0,9.0,2.0,0.0,8.0
train-ticket-0.0.4,4,ts-execute-service,48.0,0.0,0.0,48.0,75.0,38.0,0.0,62.0,1.6,0.0,0.0,1.6,2.5,1.2666666666666666,0.0,2.066666666666667,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0,48.0,0.0,0.0,48.0,75.0,38.0,0.0,62.0,1.6,0.0,0.0,1.6,2.5,1.2666666666666666,0.0,2.066666666666667,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0
train-ticket-0.0.4,4,ts-food-map-service,74.0,0.0,0.0,74.0,24.0,75.0,0.0,78.0,1.1746031746031746,0.0,0.0,1.1746031746031746,0.38095238095238093,1.1904761904761905,0.0,1.2380952380952381,3.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,74.0,0.0,0.0,74.0,24.0,75.0,0.0,78.0,1.1746031746031746,0.0,0.0,1.1746031746031746,0.38095238095238093,1.1904761904761905,0.0,1.2380952380952381,3.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0
train-ticket-0.0.4,4,ts-food-service,86.0,0.0,0.0,86.0,43.0,48.0,0.0,58.0,2.388888888888889,0.0,0.0,2.388888888888889,1.1944444444444444,1.3333333333333333,0.0,1.6111111111111112,6.0,0.0,0.0,6.0,28.0,5.0,0.0,15.0,86.0,0.0,0.0,86.0,43.0,48.0,0.0,58.0,2.388888888888889,0.0,0.0,2.388888888888889,1.1944444444444444,1.3333333333333333,0.0,1.6111111111111112,6.0,0.0,0.0,6.0,28.0,5.0,0.0,15.0
train-ticket-0.0.4,4,ts-inside-payment-service,126.0,0.0,0.0,126.0,89.0,105.0,0.0,134.0,1.4823529411764707,0.0,0.0,1.4823529411764707,1.0470588235294118,1.2352941176470589,0.0,1.576470588235294,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0,126.0,0.0,0.0,126.0,89.0,105.0,0.0,134.0,1.4823529411764707,0.0,0.0,1.4823529411764707,1.0470588235294118,1.2352941176470589,0.0,1.576470588235294,4.0,0.0,0.0,4.0,22.0,4.0,0.0,18.0
train-ticket-0.0.4,4,ts-notification-service,53.0,0.0,0.0,53.0,0.0,48.0,0.0,43.0,1.2325581395348837,0.0,0.0,1.2325581395348837,0.0,1.1162790697674418,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,53.0,0.0,0.0,53.0,0.0,48.0,0.0,43.0,1.2325581395348837,0.0,0.0,1.2325581395348837,0.0,1.1162790697674418,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0
train-ticket-0.0.4,4,ts-order-other-service,210.071428571,7.0,7.0,215.0,114.0,172.0,37.0,205.0,1.4898682877375888,0.04964539007092199,0.04964539007092199,1.524822695035461,0.8085106382978723,1.2198581560283688,0.2624113475177305,1.4539007092198581,4.0,2.0,6.0,4.0,22.0,10.0,36.0,18.0,210.071428571,7.0,7.0,215.0,114.0,172.0,37.0,205.0,1.4898682877375888,0.04964539007092199,0.04964539007092199,1.524822695035461,0.8085106382978723,1.2198581560283688,0.2624113475177305,1.4539007092198581,4.0,2.0,6.0,4.0,22.0,10.0,36.0,18.0
train-ticket-0.0.4,4,ts-order-service,216.833333333,16.0,16.0,226.0,115.0,180.0,130.0,214.0,1.4552572706912752,0.10738255033557047,0.10738255033557047,1.516778523489933,0.7718120805369127,1.2080536912751678,0.87248322147651,1.436241610738255,4.0,4.0,11.0,4.0,22.0,10.0,121.0,18.0,216.833333333,16.0,16.0,226.0,115.0,180.0,130.0,214.0,1.4552572706912752,0.10738255033557047,0.10738255033557047,1.516778523489933,0.7718120805369127,1.2080536912751678,0.87248322147651,1.436241610738255,4.0,4.0,11.0,4.0,22.0,10.0,121.0,18.0
train-ticket-0.0.4,4,ts-payment-service,43.0,0.0,0.0,43.0,9.0,40.0,0.0,40.0,1.1944444444444444,0.0,0.0,1.1944444444444444,0.25,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,43.0,0.0,0.0,43.0,9.0,40.0,0.0,40.0,1.1944444444444444,0.0,0.0,1.1944444444444444,0.25,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0
train-ticket-0.0.4,4,ts-preserve-other-service,106.0,0.0,0.0,106.0,80.0,65.0,0.0,105.0,1.8596491228070176,0.0,0.0,1.8596491228070176,1.4035087719298245,1.1403508771929824,0.0,1.8421052631578947,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0,106.0,0.0,0.0,106.0,80.0,65.0,0.0,105.0,1.8596491228070176,0.0,0.0,1.8596491228070176,1.4035087719298245,1.1403508771929824,0.0,1.8421052631578947,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0
train-ticket-0.0.4,4,ts-preserve-service,103.0,0.0,0.0,103.0,80.0,64.0,0.0,104.0,1.8392857142857142,0.0,0.0,1.8392857142857142,1.4285714285714286,1.1428571428571428,0.0,1.8571428571428572,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0,103.0,0.0,0.0,103.0,80.0,64.0,0.0,104.0,1.8392857142857142,0.0,0.0,1.8392857142857142,1.4285714285714286,1.1428571428571428,0.0,1.8571428571428572,8.0,0.0,0.0,8.0,33.0,4.0,0.0,18.0
train-ticket-0.0.4,4,ts-price-service,76.0,0.0,0.0,76.0,14.0,57.0,0.0,58.0,1.52,0.0,0.0,1.52,0.28,1.14,0.0,1.16,5.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0,76.0,0.0,0.0,76.0,14.0,57.0,0.0,58.0,1.52,0.0,0.0,1.52,0.28,1.14,0.0,1.16,5.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0
train-ticket-0.0.4,4,ts-rebook-service,113.0,0.0,0.0,113.0,123.0,81.0,0.0,131.0,2.0545454545454547,0.0,0.0,2.0545454545454547,2.2363636363636363,1.4727272727272727,0.0,2.381818181818182,8.0,0.0,0.0,8.0,28.0,9.0,0.0,18.0,113.0,0.0,0.0,113.0,123.0,81.0,0.0,131.0,2.0545454545454547,0.0,0.0,2.0545454545454547,2.2363636363636363,1.4727272727272727,0.0,2.381818181818182,8.0,0.0,0.0,8.0,28.0,9.0,0.0,18.0
train-ticket-0.0.4,4,ts-route-plan-service,79.0,0.0,0.0,79.0,59.0,58.0,0.0,66.0,1.7954545454545454,0.0,0.0,1.7954545454545454,1.3409090909090908,1.3181818181818181,0.0,1.5,8.0,0.0,0.0,8.0,22.0,4.0,0.0,9.0,79.0,0.0,0.0,79.0,59.0,58.0,0.0,66.0,1.7954545454545454,0.0,0.0,1.7954545454545454,1.3409090909090908,1.3181818181818181,0.0,1.5,8.0,0.0,0.0,8.0,22.0,4.0,0.0,9.0
train-ticket-0.0.4,4,ts-route-service,62.0,0.0,0.0,62.0,26.0,54.0,0.0,60.0,1.3191489361702127,0.0,0.0,1.3191489361702127,0.5531914893617021,1.148936170212766,0.0,1.2765957446808511,4.0,0.0,0.0,4.0,12.0,3.0,0.0,6.0,62.0,0.0,0.0,62.0,26.0,54.0,0.0,60.0,1.3191489361702127,0.0,0.0,1.3191489361702127,0.5531914893617021,1.148936170212766,0.0,1.2765957446808511,4.0,0.0,0.0,4.0,12.0,3.0,0.0,6.0
train-ticket-0.0.4,4,ts-seat-service,50.5,1.0,1.0,52.0,61.0,41.0,1.0,49.0,1.4428571428571428,0.02857142857142857,0.02857142857142857,1.4857142857142858,1.7428571428571429,1.1714285714285715,0.02857142857142857,1.4,5.0,1.0,1.0,5.0,21.0,3.0,1.0,8.0,50.5,1.0,1.0,52.0,61.0,41.0,1.0,49.0,1.4428571428571428,0.02857142857142857,0.02857142857142857,1.4857142857142858,1.7428571428571429,1.1714285714285715,0.02857142857142857,1.4,5.0,1.0,1.0,5.0,21.0,3.0,1.0,8.0
train-ticket-0.0.4,4,ts-security-service,77.0,0.0,0.0,77.0,52.0,59.0,0.0,77.0,1.4807692307692308,0.0,0.0,1.4807692307692308,1.0,1.1346153846153846,0.0,1.4807692307692308,4.0,0.0,0.0,4.0,23.0,2.0,0.0,18.0,77.0,0.0,0.0,77.0,52.0,59.0,0.0,77.0,1.4807692307692308,0.0,0.0,1.4807692307692308,1.0,1.1346153846153846,0.0,1.4807692307692308,4.0,0.0,0.0,4.0,23.0,2.0,0.0,18.0
train-ticket-0.0.4,4,ts-ticketinfo-service,50.0,0.0,0.0,50.0,3.0,33.0,0.0,35.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.1,1.1,0.0,1.1666666666666667,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0,50.0,0.0,0.0,50.0,3.0,33.0,0.0,35.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.1,1.1,0.0,1.1666666666666667,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0
train-ticket-0.0.4,4,ts-train-service,63.0,0.0,0.0,63.0,21.0,59.0,0.0,59.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.42857142857142855,1.2040816326530612,0.0,1.2040816326530612,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,63.0,0.0,0.0,63.0,21.0,59.0,0.0,59.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.42857142857142855,1.2040816326530612,0.0,1.2040816326530612,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0
train-ticket-0.0.4,4,ts-travel-plan-service,111.0,0.0,0.0,111.0,12.0,64.0,0.0,66.0,2.018181818181818,0.0,0.0,2.018181818181818,0.21818181818181817,1.1636363636363636,0.0,1.2,8.0,0.0,0.0,8.0,3.0,3.0,0.0,6.0,111.0,0.0,0.0,111.0,12.0,64.0,0.0,66.0,2.018181818181818,0.0,0.0,2.018181818181818,0.21818181818181817,1.1636363636363636,0.0,1.2,8.0,0.0,0.0,8.0,3.0,3.0,0.0,6.0
train-ticket-0.0.4,4,ts-travel-service,174.0,4.0,4.0,182.0,119.0,133.0,4.0,143.0,1.5963302752293578,0.03669724770642202,0.03669724770642202,1.6697247706422018,1.091743119266055,1.2201834862385321,0.03669724770642202,1.311926605504587,9.0,2.0,1.0,9.0,14.0,5.0,1.0,6.0,174.0,4.0,4.0,182.0,119.0,133.0,4.0,143.0,1.5963302752293578,0.03669724770642202,0.03669724770642202,1.6697247706422018,1.091743119266055,1.2201834862385321,0.03669724770642202,1.311926605504587,9.0,2.0,1.0,9.0,14.0,5.0,1.0,6.0
train-ticket-0.0.4,4,ts-travel2-service,172.0,2.0,2.0,175.0,94.0,130.0,2.0,142.0,1.6226415094339623,0.018867924528301886,0.018867924528301886,1.650943396226415,0.8867924528301887,1.2264150943396226,0.018867924528301886,1.3396226415094339,9.0,2.0,1.0,9.0,17.0,5.0,1.0,6.0,172.0,2.0,2.0,175.0,94.0,130.0,2.0,142.0,1.6226415094339623,0.018867924528301886,0.018867924528301886,1.650943396226415,0.8867924528301887,1.2264150943396226,0.018867924528301886,1.3396226415094339,9.0,2.0,1.0,9.0,17.0,5.0,1.0,6.0
train-ticket-0.0.4,4,ts-verification-code-service,44.333333333,2.0,2.0,49.0,44.0,29.0,4.0,34.0,2.21666666665,0.1,0.1,2.45,2.2,1.45,0.2,1.7,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0,44.333333333,2.0,2.0,49.0,44.0,29.0,4.0,34.0,2.21666666665,0.1,0.1,2.45,2.2,1.45,0.2,1.7,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0
train-ticket-0.1.0,5,ts-admin-basic-info-service,194.0,0.0,0.0,194.0,19.0,119.0,0.0,125.0,1.6581196581196582,0.0,0.0,1.6581196581196582,0.1623931623931624,1.017094017094017,0.0,1.0683760683760684,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0,194.0,0.0,0.0,194.0,19.0,119.0,0.0,125.0,1.6581196581196582,0.0,0.0,1.6581196581196582,0.1623931623931624,1.017094017094017,0.0,1.0683760683760684,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0
train-ticket-0.1.0,5,ts-admin-order-service,47.0,0.0,0.0,47.0,39.0,61.0,0.0,81.0,0.8545454545454545,0.0,0.0,0.8545454545454545,0.7090909090909091,1.1090909090909091,0.0,1.4727272727272727,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0,47.0,0.0,0.0,47.0,39.0,61.0,0.0,81.0,0.8545454545454545,0.0,0.0,0.8545454545454545,0.7090909090909091,1.1090909090909091,0.0,1.4727272727272727,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0
train-ticket-0.1.0,5,ts-admin-travel-service,68.0,0.0,0.0,68.0,23.0,51.0,0.0,58.0,1.5454545454545454,0.0,0.0,1.5454545454545454,0.5227272727272727,1.1590909090909092,0.0,1.3181818181818181,8.0,0.0,0.0,8.0,6.0,3.0,0.0,6.0,68.0,0.0,0.0,68.0,23.0,51.0,0.0,58.0,1.5454545454545454,0.0,0.0,1.5454545454545454,0.5227272727272727,1.1590909090909092,0.0,1.3181818181818181,8.0,0.0,0.0,8.0,6.0,3.0,0.0,6.0
