MS_system,Version Id,Microservice,Sum(Di)_x,Sum(Fin)_x,Sum(Fout)_x,Sum(IOVars)_x,Sum(MCLC)_x,Sum(NBD)_x,Sum(Si)_x,Sum(VG)_x,Avg(Di)_x,Avg(Fin)_x,Avg(Fout)_x,Avg(IOVars)_x,Avg(MCLC)_x,Avg(NBD)_x,Avg(Si)_x,Avg(VG)_x,Max(Di)_x,Max(Fin)_x,Max(Fout)_x,Max(IOVars)_x,Max(MCLC)_x,Max(NBD)_x,Max(Si)_x,Max(VG)_x,Sum(Di)_y,Sum(Fin)_y,Sum(Fout)_y,Sum(IOVars)_y,Sum(MCLC)_y,Sum(NBD)_y,Sum(Si)_y,Sum(VG)_y,Avg(Di)_y,Avg(Fin)_y,Avg(Fout)_y,Avg(IOVars)_y,Avg(MCLC)_y,Avg(NBD)_y,Avg(Si)_y,Avg(VG)_y,Max(Di)_y,Max(Fin)_y,Max(Fout)_y,Max(IOVars)_y,Max(MCLC)_y,Max(NBD)_y,Max(Si)_y,Max(VG)_y
train-ticket-0.2.0,6,ts-seat-service,49.5,1.0,1.0,51.0,61.0,40.0,1.0,48.0,1.4558823529411764,0.029411764705882353,0.029411764705882353,1.5,1.7941176470588236,1.1764705882352942,0.029411764705882353,1.411764705882353,5.0,1.0,1.0,5.0,21.0,3.0,1.0,8.0,49.5,1.0,1.0,51.0,61.0,40.0,1.0,48.0,1.4558823529411764,0.029411764705882353,0.029411764705882353,1.5,1.7941176470588236,1.1764705882352942,0.029411764705882353,1.411764705882353,5.0,1.0,1.0,5.0,21.0,3.0,1.0,8.0
train-ticket-0.2.0,6,ts-security-service,74.0,0.0,0.0,74.0,52.0,58.0,0.0,76.0,1.4509803921568627,0.0,0.0,1.4509803921568627,1.0196078431372548,1.1372549019607843,0.0,1.4901960784313726,4.0,0.0,0.0,4.0,23.0,2.0,0.0,18.0,74.0,0.0,0.0,74.0,52.0,58.0,0.0,76.0,1.4509803921568627,0.0,0.0,1.4509803921568627,1.0196078431372548,1.1372549019607843,0.0,1.4901960784313726,4.0,0.0,0.0,4.0,23.0,2.0,0.0,18.0
train-ticket-0.2.0,6,ts-ticketinfo-service,49.0,0.0,0.0,49.0,3.0,32.0,0.0,34.0,1.6896551724137931,0.0,0.0,1.6896551724137931,0.10344827586206896,1.103448275862069,0.0,1.1724137931034482,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0,49.0,0.0,0.0,49.0,3.0,32.0,0.0,34.0,1.6896551724137931,0.0,0.0,1.6896551724137931,0.10344827586206896,1.103448275862069,0.0,1.1724137931034482,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0
train-ticket-0.2.0,6,ts-train-service,63.0,0.0,0.0,63.0,21.0,59.0,0.0,59.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.42857142857142855,1.2040816326530612,0.0,1.2040816326530612,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,63.0,0.0,0.0,63.0,21.0,59.0,0.0,59.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.42857142857142855,1.2040816326530612,0.0,1.2040816326530612,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0
train-ticket-0.2.0,6,ts-travel-plan-service,110.0,0.0,0.0,110.0,12.0,63.0,0.0,65.0,2.037037037037037,0.0,0.0,2.037037037037037,0.2222222222222222,1.1666666666666667,0.0,1.2037037037037037,8.0,0.0,0.0,8.0,3.0,3.0,0.0,6.0,110.0,0.0,0.0,110.0,12.0,63.0,0.0,65.0,2.037037037037037,0.0,0.0,2.037037037037037,0.2222222222222222,1.1666666666666667,0.0,1.2037037037037037,8.0,0.0,0.0,8.0,3.0,3.0,0.0,6.0
train-ticket-0.2.0,6,ts-travel-service,173.0,4.0,4.0,181.0,119.0,132.0,4.0,142.0,1.6018518518518519,0.037037037037037035,0.037037037037037035,1.6759259259259258,1.1018518518518519,1.2222222222222223,0.037037037037037035,1.3148148148148149,9.0,2.0,1.0,9.0,14.0,5.0,1.0,6.0,173.0,4.0,4.0,181.0,119.0,132.0,4.0,142.0,1.6018518518518519,0.037037037037037035,0.037037037037037035,1.6759259259259258,1.1018518518518519,1.2222222222222223,0.037037037037037035,1.3148148148148149,9.0,2.0,1.0,9.0,14.0,5.0,1.0,6.0
train-ticket-0.2.0,6,ts-travel2-service,171.0,2.0,2.0,174.0,94.0,129.0,2.0,141.0,1.6285714285714286,0.01904761904761905,0.01904761904761905,1.6571428571428573,0.8952380952380953,1.2285714285714286,0.01904761904761905,1.3428571428571427,9.0,2.0,1.0,9.0,17.0,5.0,1.0,6.0,171.0,2.0,2.0,174.0,94.0,129.0,2.0,141.0,1.6285714285714286,0.01904761904761905,0.01904761904761905,1.6571428571428573,0.8952380952380953,1.2285714285714286,0.01904761904761905,1.3428571428571427,9.0,2.0,1.0,9.0,17.0,5.0,1.0,6.0
train-ticket-0.2.0,6,ts-verification-code-service,44.333333333,2.0,2.0,49.0,43.0,28.0,4.0,33.0,2.21666666665,0.1,0.1,2.45,2.15,1.4,0.2,1.65,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0,44.333333333,2.0,2.0,49.0,43.0,28.0,4.0,33.0,2.21666666665,0.1,0.1,2.45,2.15,1.4,0.2,1.65,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0
train-ticket-1.0.0,7,ts-admin-order-service,46.0,0.0,0.0,46.0,22.0,59.0,0.0,62.0,0.8518518518518519,0.0,0.0,0.8518518518518519,0.4074074074074074,1.0925925925925926,0.0,1.1481481481481481,4.0,0.0,0.0,4.0,6.0,2.0,0.0,3.0,46.0,0.0,0.0,46.0,22.0,59.0,0.0,62.0,0.8518518518518519,0.0,0.0,0.8518518518518519,0.4074074074074074,1.0925925925925926,0.0,1.1481481481481481,4.0,0.0,0.0,4.0,6.0,2.0,0.0,3.0
train-ticket-1.0.0,7,ts-admin-route-service,37.0,0.0,0.0,37.0,28.0,31.0,0.0,35.0,1.4230769230769231,0.0,0.0,1.4230769230769231,1.0769230769230769,1.1923076923076923,0.0,1.3461538461538463,3.0,0.0,0.0,3.0,10.0,2.0,0.0,5.0,37.0,0.0,0.0,37.0,28.0,31.0,0.0,35.0,1.4230769230769231,0.0,0.0,1.4230769230769231,1.0769230769230769,1.1923076923076923,0.0,1.3461538461538463,3.0,0.0,0.0,3.0,10.0,2.0,0.0,5.0
train-ticket-1.0.0,7,ts-admin-travel-service,55.0,0.0,0.0,55.0,62.0,48.0,0.0,63.0,1.375,0.0,0.0,1.375,1.55,1.2,0.0,1.575,3.0,0.0,0.0,3.0,11.0,2.0,0.0,7.0,55.0,0.0,0.0,55.0,62.0,48.0,0.0,63.0,1.375,0.0,0.0,1.375,1.55,1.2,0.0,1.575,3.0,0.0,0.0,3.0,11.0,2.0,0.0,7.0
train-ticket-1.0.0,7,ts-assurance-service,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0,97.0,0.0,0.0,97.0,24.0,77.0,0.0,77.0,1.4696969696969697,0.0,0.0,1.4696969696969697,0.36363636363636365,1.1666666666666667,0.0,1.1666666666666667,5.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0
train-ticket-1.0.0,7,ts-cancel-service,60.0,0.0,0.0,60.0,70.0,50.0,0.0,61.0,1.6216216216216217,0.0,0.0,1.6216216216216217,1.8918918918918919,1.3513513513513513,0.0,1.6486486486486487,4.0,0.0,0.0,4.0,23.0,6.0,0.0,14.0,60.0,0.0,0.0,60.0,70.0,50.0,0.0,61.0,1.6216216216216217,0.0,0.0,1.6216216216216217,1.8918918918918919,1.3513513513513513,0.0,1.6486486486486487,4.0,0.0,0.0,4.0,23.0,6.0,0.0,14.0
train-ticket-1.0.0,7,ts-common,138.5,1.0,1.0,139.0,53.0,92.0,1.0,117.0,1.7531645569620253,0.012658227848101266,0.012658227848101266,1.759493670886076,0.6708860759493671,1.1645569620253164,0.012658227848101266,1.481012658227848,8.0,1.0,1.0,8.0,22.0,3.0,1.0,18.0,138.5,1.0,1.0,139.0,53.0,92.0,1.0,117.0,1.7531645569620253,0.012658227848101266,0.012658227848101266,1.759493670886076,0.6708860759493671,1.1645569620253164,0.012658227848101266,1.481012658227848,8.0,1.0,1.0,8.0,22.0,3.0,1.0,18.0
train-ticket-1.0.0,7,ts-config-service,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0,60.0,0.0,0.0,60.0,19.0,51.0,0.0,51.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.4222222222222222,1.1333333333333333,0.0,1.1333333333333333,4.0,0.0,0.0,4.0,5.0,2.0,0.0,3.0
train-ticket-1.0.0,7,ts-consign-price-service,45.0,0.0,0.0,45.0,11.0,39.0,0.0,38.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.3142857142857143,1.1142857142857143,0.0,1.0857142857142856,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0,45.0,0.0,0.0,45.0,11.0,39.0,0.0,38.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.3142857142857143,1.1142857142857143,0.0,1.0857142857142856,4.0,0.0,0.0,4.0,9.0,3.0,0.0,3.0
train-ticket-1.0.0,7,ts-consign-service,66.0,0.0,0.0,66.0,30.0,51.0,0.0,53.0,1.434782608695652,0.0,0.0,1.434782608695652,0.6521739130434783,1.108695652173913,0.0,1.1521739130434783,3.0,0.0,0.0,3.0,8.0,2.0,0.0,3.0,66.0,0.0,0.0,66.0,30.0,51.0,0.0,53.0,1.434782608695652,0.0,0.0,1.434782608695652,0.6521739130434783,1.108695652173913,0.0,1.1521739130434783,3.0,0.0,0.0,3.0,8.0,2.0,0.0,3.0
train-ticket-1.0.0,7,ts-contacts-service,82.0,0.0,0.0,82.0,29.0,67.0,0.0,74.0,1.3898305084745763,0.0,0.0,1.3898305084745763,0.4915254237288136,1.1355932203389831,0.0,1.2542372881355932,4.0,0.0,0.0,4.0,9.0,2.0,0.0,8.0,82.0,0.0,0.0,82.0,29.0,67.0,0.0,74.0,1.3898305084745763,0.0,0.0,1.3898305084745763,0.4915254237288136,1.1355932203389831,0.0,1.2542372881355932,4.0,0.0,0.0,4.0,9.0,2.0,0.0,8.0
train-ticket-1.0.0,7,ts-execute-service,42.0,0.0,0.0,42.0,55.0,33.0,0.0,40.0,1.6153846153846154,0.0,0.0,1.6153846153846154,2.1153846153846154,1.2692307692307692,0.0,1.5384615384615385,4.0,0.0,0.0,4.0,14.0,4.0,0.0,9.0,42.0,0.0,0.0,42.0,55.0,33.0,0.0,40.0,1.6153846153846154,0.0,0.0,1.6153846153846154,2.1153846153846154,1.2692307692307692,0.0,1.5384615384615385,4.0,0.0,0.0,4.0,14.0,4.0,0.0,9.0
train-ticket-1.0.0,7,ts-food-service,144.0,0.0,0.0,144.0,68.0,105.0,0.0,116.0,1.7777777777777777,0.0,0.0,1.7777777777777777,0.8395061728395061,1.2962962962962963,0.0,1.4320987654320987,6.0,0.0,0.0,6.0,27.0,5.0,0.0,15.0,144.0,0.0,0.0,144.0,68.0,105.0,0.0,116.0,1.7777777777777777,0.0,0.0,1.7777777777777777,0.8395061728395061,1.2962962962962963,0.0,1.4320987654320987,6.0,0.0,0.0,6.0,27.0,5.0,0.0,15.0
train-ticket-1.0.0,7,ts-gateway-service,6.0,1.0,1.0,6.0,0.0,8.0,1.0,7.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,1.1428571428571428,0.14285714285714285,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,6.0,1.0,1.0,6.0,0.0,8.0,1.0,7.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,1.1428571428571428,0.14285714285714285,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0
train-ticket-1.0.0,7,ts-inside-payment-service,120.0,0.0,0.0,120.0,71.0,100.0,0.0,112.0,1.4814814814814814,0.0,0.0,1.4814814814814814,0.8765432098765432,1.2345679012345678,0.0,1.382716049382716,4.0,0.0,0.0,4.0,21.0,4.0,0.0,9.0,120.0,0.0,0.0,120.0,71.0,100.0,0.0,112.0,1.4814814814814814,0.0,0.0,1.4814814814814814,0.8765432098765432,1.2345679012345678,0.0,1.382716049382716,4.0,0.0,0.0,4.0,21.0,4.0,0.0,9.0
train-ticket-1.0.0,7,ts-notification-service,64.0,0.0,0.0,64.0,3.0,58.0,0.0,53.0,1.2307692307692308,0.0,0.0,1.2307692307692308,0.057692307692307696,1.1153846153846154,0.0,1.0192307692307692,3.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,64.0,0.0,0.0,64.0,3.0,58.0,0.0,53.0,1.2307692307692308,0.0,0.0,1.2307692307692308,0.057692307692307696,1.1153846153846154,0.0,1.0192307692307692,3.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0
train-ticket-1.0.0,7,ts-order-other-service,202.0,0.0,0.0,202.0,108.0,162.0,0.0,195.0,1.5419847328244274,0.0,0.0,1.5419847328244274,0.8244274809160306,1.2366412213740459,0.0,1.4885496183206106,4.0,0.0,0.0,4.0,22.0,10.0,0.0,18.0,202.0,0.0,0.0,202.0,108.0,162.0,0.0,195.0,1.5419847328244274,0.0,0.0,1.5419847328244274,0.8244274809160306,1.2366412213740459,0.0,1.4885496183206106,4.0,0.0,0.0,4.0,22.0,10.0,0.0,18.0
train-ticket-1.0.0,7,ts-order-service,200.444444444,12.0,12.0,208.0,108.0,168.0,72.0,202.0,1.4630981346277372,0.08759124087591241,0.08759124087591241,1.5182481751824817,0.7883211678832117,1.2262773722627738,0.5255474452554745,1.4744525547445255,4.0,5.0,8.0,4.0,22.0,10.0,64.0,18.0,200.444444444,12.0,12.0,208.0,108.0,168.0,72.0,202.0,1.4630981346277372,0.08759124087591241,0.08759124087591241,1.5182481751824817,0.7883211678832117,1.2262773722627738,0.5255474452554745,1.4744525547445255,4.0,5.0,8.0,4.0,22.0,10.0,64.0,18.0
train-ticket-1.0.0,7,ts-payment-service,44.0,0.0,0.0,44.0,8.0,40.0,0.0,40.0,1.2222222222222223,0.0,0.0,1.2222222222222223,0.2222222222222222,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,44.0,0.0,0.0,44.0,8.0,40.0,0.0,40.0,1.2222222222222223,0.0,0.0,1.2222222222222223,0.2222222222222222,1.1111111111111112,0.0,1.1111111111111112,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0
train-ticket-1.0.0,7,ts-preserve-other-service,60.0,0.0,0.0,60.0,53.0,36.0,0.0,49.0,1.935483870967742,0.0,0.0,1.935483870967742,1.7096774193548387,1.1612903225806452,0.0,1.5806451612903225,9.0,0.0,0.0,9.0,33.0,4.0,0.0,19.0,60.0,0.0,0.0,60.0,53.0,36.0,0.0,49.0,1.935483870967742,0.0,0.0,1.935483870967742,1.7096774193548387,1.1612903225806452,0.0,1.5806451612903225,9.0,0.0,0.0,9.0,33.0,4.0,0.0,19.0
train-ticket-1.0.0,7,ts-preserve-service,60.0,0.0,0.0,60.0,54.0,36.0,0.0,49.0,1.935483870967742,0.0,0.0,1.935483870967742,1.7419354838709677,1.1612903225806452,0.0,1.5806451612903225,9.0,0.0,0.0,9.0,34.0,4.0,0.0,19.0,60.0,0.0,0.0,60.0,54.0,36.0,0.0,49.0,1.935483870967742,0.0,0.0,1.935483870967742,1.7419354838709677,1.1612903225806452,0.0,1.5806451612903225,9.0,0.0,0.0,9.0,34.0,4.0,0.0,19.0
train-ticket-1.0.0,7,ts-price-service,78.0,0.0,0.0,78.0,18.0,60.0,0.0,62.0,1.5294117647058822,0.0,0.0,1.5294117647058822,0.35294117647058826,1.1764705882352942,0.0,1.2156862745098038,4.0,0.0,0.0,4.0,6.0,3.0,0.0,4.0,78.0,0.0,0.0,78.0,18.0,60.0,0.0,62.0,1.5294117647058822,0.0,0.0,1.5294117647058822,0.35294117647058826,1.1764705882352942,0.0,1.2156862745098038,4.0,0.0,0.0,4.0,6.0,3.0,0.0,4.0
train-ticket-1.0.0,7,ts-rebook-service,86.0,0.0,0.0,86.0,104.0,61.0,0.0,84.0,2.324324324324324,0.0,0.0,2.324324324324324,2.810810810810811,1.6486486486486487,0.0,2.27027027027027,9.0,0.0,0.0,9.0,28.0,9.0,0.0,18.0,86.0,0.0,0.0,86.0,104.0,61.0,0.0,84.0,2.324324324324324,0.0,0.0,2.324324324324324,2.810810810810811,1.6486486486486487,0.0,2.27027027027027,9.0,0.0,0.0,9.0,28.0,9.0,0.0,18.0
train-ticket-1.0.0,7,ts-route-plan-service,48.0,0.0,0.0,48.0,68.0,41.0,0.0,48.0,1.6551724137931034,0.0,0.0,1.6551724137931034,2.3448275862068964,1.4137931034482758,0.0,1.6551724137931034,3.0,0.0,0.0,3.0,27.0,4.0,0.0,9.0,48.0,0.0,0.0,48.0,68.0,41.0,0.0,48.0,1.6551724137931034,0.0,0.0,1.6551724137931034,2.3448275862068964,1.4137931034482758,0.0,1.6551724137931034,3.0,0.0,0.0,3.0,27.0,4.0,0.0,9.0
train-ticket-1.0.0,7,ts-route-service,83.0,0.0,0.0,83.0,26.0,60.0,0.0,67.0,1.5961538461538463,0.0,0.0,1.5961538461538463,0.5,1.1538461538461537,0.0,1.2884615384615385,6.0,0.0,0.0,6.0,11.0,3.0,0.0,6.0,83.0,0.0,0.0,83.0,26.0,60.0,0.0,67.0,1.5961538461538463,0.0,0.0,1.5961538461538463,0.5,1.1538461538461537,0.0,1.2884615384615385,6.0,0.0,0.0,6.0,11.0,3.0,0.0,6.0
train-ticket-1.0.0,7,ts-seat-service,32.0,0.0,0.0,32.0,36.0,30.0,0.0,36.0,1.3333333333333333,0.0,0.0,1.3333333333333333,1.5,1.25,0.0,1.5,3.0,0.0,0.0,3.0,16.0,3.0,0.0,7.0,32.0,0.0,0.0,32.0,36.0,30.0,0.0,36.0,1.3333333333333333,0.0,0.0,1.3333333333333333,1.5,1.25,0.0,1.5,3.0,0.0,0.0,3.0,16.0,3.0,0.0,7.0
train-ticket-1.0.0,7,ts-security-service,68.0,0.0,0.0,68.0,29.0,53.0,0.0,54.0,1.446808510638298,0.0,0.0,1.446808510638298,0.6170212765957447,1.127659574468085,0.0,1.148936170212766,4.0,0.0,0.0,4.0,9.0,2.0,0.0,3.0,68.0,0.0,0.0,68.0,29.0,53.0,0.0,54.0,1.446808510638298,0.0,0.0,1.446808510638298,0.6170212765957447,1.127659574468085,0.0,1.148936170212766,4.0,0.0,0.0,4.0,9.0,2.0,0.0,3.0
train-ticket-1.0.0,7,ts-train-food-service,38.0,0.0,0.0,38.0,13.0,30.0,0.0,29.0,1.8095238095238095,0.0,0.0,1.8095238095238095,0.6190476190476191,1.4285714285714286,0.0,1.380952380952381,3.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,38.0,0.0,0.0,38.0,13.0,30.0,0.0,29.0,1.8095238095238095,0.0,0.0,1.8095238095238095,0.6190476190476191,1.4285714285714286,0.0,1.380952380952381,3.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0
train-ticket-1.0.0,7,ts-train-service,87.0,0.0,0.0,87.0,29.0,72.0,0.0,74.0,1.5,0.0,0.0,1.5,0.5,1.2413793103448276,0.0,1.2758620689655173,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,87.0,0.0,0.0,87.0,29.0,72.0,0.0,74.0,1.5,0.0,0.0,1.5,0.5,1.2413793103448276,0.0,1.2758620689655173,5.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0
train-ticket-1.0.0,7,ts-travel-plan-service,83.0,2.0,2.0,85.0,18.0,50.0,4.0,49.0,1.930232558139535,0.046511627906976744,0.046511627906976744,1.9767441860465116,0.4186046511627907,1.1627906976744187,0.09302325581395349,1.1395348837209303,9.0,2.0,2.0,9.0,3.0,3.0,4.0,3.0,83.0,2.0,2.0,85.0,18.0,50.0,4.0,49.0,1.930232558139535,0.046511627906976744,0.046511627906976744,1.9767441860465116,0.4186046511627907,1.1627906976744187,0.09302325581395349,1.1395348837209303,9.0,2.0,2.0,9.0,3.0,3.0,4.0,3.0
train-ticket-1.0.0,7,ts-travel-service,194.0,0.0,0.0,194.0,111.0,128.0,0.0,144.0,1.9207920792079207,0.0,0.0,1.9207920792079207,1.099009900990099,1.2673267326732673,0.0,1.4257425742574257,9.0,0.0,0.0,9.0,10.0,5.0,0.0,6.0,194.0,0.0,0.0,194.0,111.0,128.0,0.0,144.0,1.9207920792079207,0.0,0.0,1.9207920792079207,1.099009900990099,1.2673267326732673,0.0,1.4257425742574257,9.0,0.0,0.0,9.0,10.0,5.0,0.0,6.0
train-ticket-1.0.0,7,ts-travel2-service,168.0,0.0,0.0,168.0,89.0,116.0,0.0,125.0,1.8064516129032258,0.0,0.0,1.8064516129032258,0.956989247311828,1.2473118279569892,0.0,1.3440860215053763,9.0,0.0,0.0,9.0,10.0,5.0,0.0,6.0,168.0,0.0,0.0,168.0,89.0,116.0,0.0,125.0,1.8064516129032258,0.0,0.0,1.8064516129032258,0.956989247311828,1.2473118279569892,0.0,1.3440860215053763,9.0,0.0,0.0,9.0,10.0,5.0,0.0,6.0
train-ticket-1.0.0,7,ts-verification-code-service,46.333333333,2.0,2.0,51.0,41.0,29.0,4.0,34.0,2.2063492063333334,0.09523809523809523,0.09523809523809523,2.4285714285714284,1.9523809523809523,1.380952380952381,0.19047619047619047,1.619047619047619,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0,46.333333333,2.0,2.0,51.0,41.0,29.0,4.0,34.0,2.2063492063333334,0.09523809523809523,0.09523809523809523,2.4285714285714284,1.9523809523809523,1.380952380952381,0.19047619047619047,1.619047619047619,7.0,2.0,2.0,7.0,19.0,3.0,4.0,7.0
train-ticket-1.0.0,7,ts-wait-order-service,77.5,4.0,4.0,83.0,31.0,59.0,6.0,65.0,1.684782608695652,0.08695652173913043,0.08695652173913043,1.8043478260869565,0.6739130434782609,1.2826086956521738,0.13043478260869565,1.4130434782608696,6.0,2.0,2.0,6.0,8.0,4.0,4.0,7.0,77.5,4.0,4.0,83.0,31.0,59.0,6.0,65.0,1.684782608695652,0.08695652173913043,0.08695652173913043,1.8043478260869565,0.6739130434782609,1.2826086956521738,0.13043478260869565,1.4130434782608696,6.0,2.0,2.0,6.0,8.0,4.0,4.0,7.0
