MS_system,Version Id,Microservice,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountSemicolon,RatioPrivateToPublicMethod,RatioProtectedToPublicMethod,Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_MNC,Yin_MNC,Liu_MNC,Huang_MNC,Taylor_MLC,Yin_MLC,Liu_MLC,Huang_MLC,Taylor_TAC,Taylor_FOM
train-ticket-0.0.1,1,ts-travel-plan-service,22.0,3.0,0.0,22.0,215.0,97.0,218.0,9.0,0.0,203.0,1542.0,375.0,1125.0,514.0,450.0,50.0,810.0,466.0,413.0,226.0,0.0,6.0,566.0,0.04433497536945813,0.0,0.1223671736690913,0.0136531727070417,0.1191462575813305,4.634288263419069e-49,0.2029238179513459,0.0247336114092079,0.1803866117889384,0.2316929551411677,1.488919098308921,0.1488268014308756,1.2254457504400518,0.509473308456849,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.1950613675288399,0.2909787092329623
train-ticket-0.0.1,1,ts-travel-service,32.0,4.0,0.0,32.0,287.0,116.0,291.0,6.0,0.0,268.0,2137.0,500.0,1571.0,719.0,610.0,72.0,1096.0,620.0,559.0,306.0,0.0,17.0,756.0,0.022388059701492536,0.0,0.0358150736187819,0.0239587397272689,0.0335091367856464,2.329690840293911e-50,0.0593928196673509,0.0434028171315076,0.0507326018579201,0.0116473754905089,0.4284938467117826,0.2794678745394725,0.3437349891850879,0.0680364410648152,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.3419617061667542,0.0863730560247821
train-ticket-0.0.1,1,ts-travel2-service,32.0,4.0,0.0,32.0,285.0,116.0,289.0,6.0,0.0,266.0,2135.0,495.0,1578.0,738.0,602.0,70.0,1088.0,619.0,552.0,303.0,0.0,17.0,752.0,0.022556390977443608,0.0,0.0358150736187819,0.0083630554865636,0.0335091367856463,1.417656379431393e-49,0.0593928196673509,0.0151502195890062,0.05073260185792,0.0708762548324642,0.4284938467117825,0.0958365316897343,0.3437349891850879,0.0680364410648152,0.6030202610244141,0.5520088628043571,0.6605049920264467,2.0001852281591612e-48,0.3352028456288849,0.5275958559784482
train-ticket-0.0.2,2,ts-admin-basic-info-service,11.0,1.0,0.0,10.0,105.0,23.0,106.0,0.0,1.0,85.0,926.0,211.0,674.0,359.0,277.0,65.0,385.0,256.0,169.0,89.0,0.0,20.0,286.0,0.0,0.011764705882352941,4.393630071974964e-18,0.0175992222129305,1.6712858227306813e-19,0.0,4.0497103131266535e-18,0.017648759886515,1.494855869443904e-19,0.0,1.3824275770885182e-17,0.1069417334542898,2.1693099875317193e-18,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1343870463086525
train-ticket-0.0.2,2,ts-admin-order-service,11.0,3.0,0.0,8.0,29.0,38.0,32.0,0.0,1.0,25.0,475.0,85.0,372.0,200.0,159.0,30.0,212.0,147.0,87.0,36.0,0.0,6.0,168.0,0.0,0.04,6.915406840420722e-21,0.0151492029814919,1.238300305807203e-19,0.0,6.3740902038504564e-21,0.0151918444268514,1.1075786410044655e-19,0.0,2.210577527176693e-20,0.0978016119380465,1.0760301448002256e-17,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.2066824226124408
train-ticket-0.0.2,2,ts-admin-route-service,9.0,1.0,0.0,7.0,39.0,13.0,40.0,0.0,1.0,36.0,350.0,71.0,265.0,157.0,75.0,21.0,162.0,126.0,44.0,37.0,0.0,3.0,118.0,0.0,0.027777777777777776,4.7797022069466484e-24,3.386952255664719e-20,3.792749915291095e-23,0.0,4.4055619166966496e-24,3.396485730113618e-20,3.392366760427783e-23,0.0,1.607164964129784e-23,0.0038918875710854,3.1213935915284695e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1163426347104992
train-ticket-0.0.2,2,ts-admin-travel-service,15.0,2.0,0.0,12.0,99.0,40.0,101.0,0.0,1.0,95.0,761.0,174.0,570.0,268.0,210.0,29.0,381.0,234.0,162.0,108.0,0.0,5.0,265.0,0.0,0.010526315789473684,0.0927165248610521,0.0032500589454041,0.0598511381900196,0.0019897315593087,0.0854589623559928,0.0032592070973633,0.0535329289576977,0.0857864376269045,0.6170978753005282,0.0245774893192325,0.3427637573640846,0.1381928510857383,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.5466078291460437
train-ticket-0.0.2,2,ts-admin-user-service,13.0,3.0,1.0,10.0,47.0,36.0,50.0,0.0,1.0,43.0,466.0,99.0,355.0,208.0,106.0,17.0,221.0,162.0,69.0,46.0,0.0,6.0,165.0,0.0,0.023255813953488372,3.475461786848463e-26,1.5290966714510336e-18,1.0257319842755884e-16,0.0,3.203413398604853e-26,1.5334007191454745e-18,9.174501789678568e-17,0.0,1.5367379459185107e-25,2.4942341302387813e-18,1.4526281467007074e-16,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0,0.1066796369961783
train-ticket-0.0.2,2,ts-assurance-service,12.0,2.0,0.0,11.0,70.0,17.0,72.0,0.0,1.0,57.0,625.0,121.0,462.0,240.0,157.0,46.0,304.0,190.0,130.0,71.0,0.0,14.0,220.0,0.0,0.017543859649122806,3.4601585487628004e-26,6.036192296478868e-19,0.0,0.0,3.189308050615944e-26,6.053182758901503e-19,0.0,0.0,1.529939864029251e-25,1.857898796033628e-18,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1234629537148742,0.125295912663203
train-ticket-0.0.2,2,ts-auth-service,21.0,1.0,15.0,20.0,39.0,28.0,40.0,1.0,2.0,30.0,717.0,131.0,555.0,383.0,155.0,39.0,363.0,301.0,83.0,44.0,0.0,7.0,301.0,0.03333333333333333,0.06666666666666667,1.463999573086908e-32,9.859124824524068e-19,1.660093253785865e-22,0.0,1.3494022192173422e-32,9.886875943379055e-19,1.4848448484959865e-22,0.0,3.6956994195379884e-32,1.0640866903786634e-17,7.33514539664328e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,-5.551115123125783e-17,0.167078367013721
train-ticket-0.0.2,2,ts-cancel-service,21.0,5.0,0.0,17.0,130.0,81.0,135.0,5.0,1.0,123.0,1146.0,234.0,890.0,394.0,391.0,33.0,579.0,335.0,300.0,155.0,0.0,6.0,407.0,0.04065040650406504,0.008130081300813009,6.793907330756062e-19,0.0161942453211543,4.324155853177339e-20,0.0,6.262101299625838e-19,0.016239828315048,3.867674618905682e-20,0.0,3.816928828368664e-18,0.1045796007250868,4.357285867667647e-19,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,-5.551115123125783e-17,0.1502945835038353
train-ticket-0.0.2,2,ts-common,9.0,11.0,1.0,8.0,13.0,4.0,24.0,6.0,1.0,17.0,291.0,51.0,224.0,102.0,97.0,18.0,149.0,98.0,63.0,35.0,0.0,0.0,110.0,0.35294117647058826,0.058823529411764705,,,,,,,,,,,,,,,,,,
train-ticket-0.0.2,2,ts-config-service,9.0,1.0,0.0,8.0,33.0,6.0,34.0,0.0,1.0,25.0,434.0,72.0,274.0,165.0,79.0,93.0,171.0,127.0,52.0,31.0,0.0,8.0,132.0,0.0,0.04,4.56045586163376e-18,8.895423468887516e-19,0.0,0.0,4.20347749648286e-18,8.920461994957953e-19,0.0,0.0,1.9025624164297166e-17,1.499525791336966e-16,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.1085298137005532,0.7910221648219677
train-ticket-0.0.2,2,ts-consign-price-service,9.0,1.0,0.0,8.0,33.0,9.0,34.0,0.0,1.0,28.0,353.0,60.0,277.0,155.0,91.0,20.0,183.0,121.0,68.0,32.0,0.0,5.0,143.0,0.0,0.03571428571428571,6.246936405203929e-18,1.6891663894442742e-18,0.0,0.0,5.7579455646408e-18,1.6939209957682262e-18,0.0,0.0,3.572672655037433e-17,5.830007735025076e-17,0.0,0.0,1.0849245334249062,0.9971931357272092,1.1180247252548905,0.0231940107824777,0.0344900572316069,0.1846327919141029
