MS_system,Version Id,Microservice,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountStmt,CountStmtDecl,CountStmtExe,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountSemicolon,RatioPrivateToPublicMethod,Sum(Ce),Sum(NOC),Sum(NOI),Sum(PkgTCi),Sum(TLOC),Sum(Aa),Sum(Ad),Sum(Ait),Sum(Ao),Sum(Av),Sum(HMd),Sum(HMi),Sum(Ma),Sum(Md),Sum(Mi),Sum(Mit),Sum(Mo),Sum(NF),Sum(NMA),Sum(NMI),Sum(NOA),Sum(NOCh),Sum(NOD),Sum(NOL),Sum(NOPa),Sum(NORM),Sum(NPF),Sum(NSF),Sum(NSM),Sum(PMd),Sum(PMi),Sum(RTLOC),Sum(WMC),Sum(PF),Avg(Ait),Avg(Ao),Avg(HMd),Avg(HMi),Avg(MHF),Avg(MIF),Avg(Mi),Avg(Mit),Avg(Mo),Avg(NMI),Avg(NPF),Avg(NSM),Avg(PMR),Avg(PMi),Avg(AIF),Max(Aa),Max(Ad),Max(Ait),Max(Ao),Max(Av),Max(DIT),Max(HMd),Max(HMi),Max(MHF),Max(MIF),Max(Ma),Max(Md),Max(Mi),Max(Mit),Max(Mo),Max(NF),Max(NM),Max(NMA),Max(NMI),Max(NOA),Max(NOCh),Max(NOD),Max(NOL),Max(NOPa),Max(NORM),Max(NPF),Max(NPM),Max(NSF),Max(NSM),Max(PMR),Max(PMd),Max(PMi),Max(SIX),Max(AHF),Max(AIF),Max(LCOM*),Sum(Di),Sum(Fin),Sum(Fout),Sum(IOVars),Sum(NBD),Sum(Si),Sum(VG),Avg(Si),Max(Di),Max(Fout),Max(IOVars),Max(NBD),Max(Si),Max(VG),SQ reliability remediation effort,Cognitive complexity,Info violations,Security remediation effort,SQ maintainability remediation effort,Security hotspots,Effort to reach rating A,Duplicated blocks,Reliability remediation effort,SQ security remediation effort,Bugs,Avg(SQ reliability remediation effort),Avg(Cognitive complexity),Avg(Minor violations),Avg(Info violations),Avg(Security remediation effort),Avg(Security hotspots),Avg(Effort to reach rating A),Avg(Reliability remediation effort),Avg(SQ security remediation effort),Avg(Bugs),Avg(Major violations),Max(Sqale rating),Max(Reliability rating),Max(Security rating),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_MNC,Yin_MNC,Liu_MNC,Huang_MNC,Taylor_MLC,Yin_MLC,Liu_MLC,Huang_MLC,Taylor_TAC,Taylor_FOM,Taylor_FOM_NORM
train-ticket-0.0.4,4,ts-food-service,18.0,1.0,2.0,12.0,36.0,32.0,37.0,1.0,1.0,24.0,626.0,126.0,469.0,272.0,305.0,214.0,119.0,45.0,0.0,11.0,248.0,0.0416666666666666,4.0,12.0,2.0,86.0,261.0,34.0,34.0,0.0,0.0,4.0,2.0,0.0,25.0,25.0,0.0,0.0,0.0,34.0,30.0,0.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,2.0,1.0,23.0,0.0,489.0,58.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.9541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.9541666667,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,7.0,1.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,1.0,86.0,0.0,0.0,86.0,48.0,0.0,58.0,0.0,6.0,0.0,6.0,5.0,0.0,15.0,0,100,2,0,290,0,0,8,0,0,0,0.0,16.666666666666668,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.062626831106964,0.0324455920326388,0.0429323192923878,0.0130823967912974,0.0429273650284228,0.0248193540260412,0.0305630710366861,0.0428132933289853,0.3085489376502641,0.1496440749031015,0.1945628562009002,0.0481090288447297,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.1317555661628081,0.2270124930813448,0.1262577960796525
train-ticket-0.0.4,4,ts-inside-payment-service,27.0,8.0,3.0,24.0,106.0,88.0,114.0,4.0,1.0,86.0,1743.0,274.0,1205.0,675.0,811.0,517.0,431.0,131.0,0.0,23.0,656.0,0.0465116279069767,9.0,20.0,3.0,126.0,693.0,61.0,61.0,0.0,0.0,8.0,5.0,0.0,70.0,70.0,0.0,0.0,0.0,61.0,76.0,0.0,1.0,1.0,1.0,28.0,1.0,9.0,4.0,3.0,4.0,65.0,0.0,1221.0,134.0,0.0,0.0,0.0,0.25,0.0,0.9397504456470588,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9397504456470588,0.0,0.0,16.0,16.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,1.0,1.0,1.0,9.0,1.0,9.0,3.0,16.0,1.0,3.0,1.0,16.0,0.0,1.636363636,1.0,0.0,0.770833333,126.0,0.0,0.0,126.0,105.0,0.0,134.0,0.0,4.0,0.0,4.0,4.0,0.0,18.0,100,142,0,0,130,0,0,35,100,0,10,12.5,17.75,0.0,0.0,0.0,0.0,0.0,12.5,0.0,1.25,4.25,1.0,3.0,1.0,9.973053875708333e-20,0.0251684179162187,1.783350753469622e-22,0.0,6.835998510597692e-20,0.0192526576155431,1.2695488308101677e-22,0.0,3.2550512144880205e-18,0.1229748637781944,3.144884638707226e-20,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.0243104708848548,0.1873965227008157,0.1042245368439588
train-ticket-0.0.4,4,ts-notification-service,13.0,1.0,1.0,12.0,43.0,42.0,44.0,0.0,1.0,39.0,692.0,119.0,495.0,295.0,353.0,237.0,158.0,44.0,0.0,4.0,297.0,0.0,6.0,12.0,1.0,53.0,312.0,43.0,43.0,0.0,0.0,10.0,1.0,0.0,39.0,39.0,0.0,0.0,0.0,43.0,39.0,0.0,1.0,1.0,1.0,16.0,1.0,4.0,0.0,1.0,1.0,38.0,0.0,534.0,43.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.9666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.9666666667,0.0,0.0,10.0,10.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,10.0,9.0,9.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,9.0,1.0,1.0,1.0,9.0,0.0,2.0,1.0,0.0,0.857142857,53.0,0.0,0.0,53.0,48.0,0.0,43.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,0,8,0,0,230,0,40,18,0,0,0,0.0,1.6,1.6,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.6,2.0,1.0,1.0,7.51335919483786e-21,5.1739870881308306e-18,0.0,0.0,5.1500085034734824e-21,3.95785711468311e-18,0.0,0.0,2.8783541353455915e-19,6.529722639961328e-17,0.0,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.1035099017607941,0.1512061557490461,0.0840964993574624
train-ticket-0.0.4,4,ts-order-other-service,23.0,4.0,2.0,20.0,156.0,99.0,160.0,1.0,1.0,131.0,2033.0,304.0,1527.0,779.0,1031.0,572.0,611.0,182.0,0.0,27.0,825.0,0.0076335877862595,7.0,17.0,2.0,247.071428571,1022.0,69.0,69.0,0.0,0.0,5.0,2.0,0.0,117.0,117.0,0.0,0.0,0.0,69.0,123.0,1.0,1.0,1.0,1.0,32.0,1.0,18.0,0.0,2.0,1.0,115.0,0.0,1575.0,205.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.9738562092,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.9738562092,0.0,0.0,16.0,16.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,36.0,36.0,1.0,1.0,1.0,1.0,10.0,1.0,18.0,0.0,36.0,1.0,1.0,1.0,36.0,0.0,1.8,1.0,0.0,1.0,210.071428571,7.0,7.0,215.0,172.0,37.0,205.0,0.2624113475177305,4.0,6.0,4.0,10.0,36.0,18.0,0,216,0,0,516,0,0,38,0,0,0,0.0,30.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.142857142857142,1.0,1.0,1.0,1.6311206798045308e-21,0.1167496951122481,1.5106430563492934e-22,0.0,1.118046555920858e-21,0.0893080333534475,1.07541106102009e-22,0.0,7.667659473353988e-20,0.5653642991176437,5.3541007008721195e-19,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.2963533274139554,0.1648354449181268,0.0916767165924838
train-ticket-0.0.4,4,ts-order-service,23.0,4.0,2.0,20.0,164.0,104.0,168.0,1.0,1.0,139.0,2086.0,313.0,1595.0,793.0,1090.0,586.0,657.0,190.0,0.0,27.0,876.0,0.0071942446043165,7.0,17.0,2.0,346.83333333300004,1089.0,74.0,74.0,0.0,0.0,10.0,2.0,0.0,125.0,125.0,0.0,0.0,0.0,74.0,131.0,1.0,1.0,1.0,1.0,32.0,1.0,18.0,0.0,2.0,1.0,123.0,0.0,1629.0,214.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.9738562092,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.9738562092,0.0,0.0,16.0,16.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,16.0,36.0,36.0,1.0,1.0,1.0,1.0,10.0,1.0,18.0,0.0,36.0,1.0,1.0,1.0,36.0,0.0,1.8,1.0,0.0,1.0,216.833333333,16.0,16.0,226.0,180.0,130.0,214.0,0.87248322147651,4.0,11.0,4.0,10.0,121.0,18.0,0,218,0,0,276,0,0,48,0,0,0,0.0,31.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285714285714286,1.0,1.0,1.0,4.151961769120746e-22,0.2477527323448708,1.253136453407916e-23,0.0,2.845949177001924e-22,0.1895192039892722,8.920947918822966e-24,0.0,2.360828718576123e-20,1.2090765096906193,1.0782029329209902e-19,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.3232942389881369,0.2426603006777802,0.1349606550007095
train-ticket-0.0.4,4,ts-payment-service,13.0,1.0,1.0,12.0,36.0,19.0,37.0,0.0,1.0,28.0,543.0,90.0,403.0,267.0,267.0,201.0,92.0,32.0,0.0,8.0,223.0,0.0,8.0,12.0,3.0,43.0,202.0,20.0,20.0,0.0,0.0,5.0,1.0,0.0,28.0,28.0,0.0,0.0,0.0,20.0,32.0,0.0,1.0,1.0,1.0,16.0,1.0,4.0,0.0,1.0,1.0,27.0,0.0,370.0,40.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.962962963,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,8.0,1.0,1.0,1.0,8.0,0.0,2.0,1.0,0.0,0.777777778,43.0,0.0,0.0,43.0,40.0,0.0,40.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,0,14,0,0,10,0,0,8,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,1.0,1.0,2.2231737740578404e-22,2.218619329376205e-20,0.0,0.0,1.5238674931132711e-22,1.6971395846133284e-20,0.0,0.0,2.355509403718696e-21,1.4767637406508585e-19,0.0,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.0,0.1531442305436673,0.0851744006169262
train-ticket-0.0.4,4,ts-preserve-other-service,44.0,7.0,2.0,32.0,93.0,182.0,100.0,9.0,1.0,78.0,1963.0,393.0,1313.0,715.0,875.0,566.0,416.0,127.0,0.0,12.0,722.0,0.1153846153846153,5.0,26.0,1.0,106.0,696.0,141.0,141.0,0.0,0.0,0.0,10.0,0.0,56.0,56.0,0.0,0.0,0.0,141.0,56.0,0.0,1.0,1.0,1.0,42.0,1.0,1.0,0.0,2.0,1.0,46.0,0.0,1282.0,105.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.939393939409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.939393939409091,0.0,0.0,18.0,18.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,18.0,12.0,11.0,0.0,1.0,1.0,1.0,17.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,0.166666667,0.0,0.0,1.75,106.0,0.0,0.0,106.0,65.0,0.0,105.0,0.0,8.0,0.0,8.0,4.0,0.0,18.0,0,128,2,0,1500,0,0,108,0,0,0,0.0,25.6,11.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,34.4,1.0,1.0,1.0,0.195422356597636,0.0370284989027378,0.2657566386744148,0.0408343512471961,0.1339516416223159,0.0283250625353185,0.1891893836659601,0.1336340034425484,0.9587064725103522,0.1761015767991547,1.1979531219289818,0.1015453018584203,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.2335459062255529,0.0394784414202157,0.0219567695976539
train-ticket-0.0.4,4,ts-preserve-service,44.0,7.0,2.0,33.0,92.0,185.0,99.0,9.0,1.0,77.0,1958.0,388.0,1310.0,716.0,873.0,567.0,410.0,126.0,0.0,12.0,720.0,0.1168831168831168,5.0,27.0,1.0,103.0,693.0,144.0,144.0,0.0,0.0,0.0,10.0,0.0,55.0,55.0,0.0,0.0,0.0,144.0,55.0,0.0,1.0,1.0,1.0,41.0,1.0,1.0,0.0,2.0,1.0,45.0,0.0,1271.0,104.0,0.0,0.0,0.0,0.3703703703703703,0.0,0.9420289855217392,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.9420289855217392,0.0,0.0,18.0,18.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,18.0,12.0,11.0,0.0,1.0,1.0,1.0,16.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,0.166666667,0.0,0.0,1.0,103.0,0.0,0.0,103.0,64.0,0.0,104.0,0.0,8.0,0.0,8.0,4.0,0.0,18.0,0,128,2,0,950,0,0,102,0,0,0,0.0,25.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,1.0,0.195422356597636,0.0463565302319492,0.2657566386744161,0.0408343512471961,0.1339516416223159,0.035460568390561,0.189189383665961,0.1336340034425484,0.958706472510352,0.2217021585427839,1.1979531219289812,0.1015453018584202,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.240561623775353,0.1136048215412187,0.063183722609825
train-ticket-0.0.4,4,ts-price-service,12.0,1.0,1.0,11.0,50.0,24.0,51.0,0.0,1.0,41.0,742.0,120.0,574.0,313.0,405.0,237.0,207.0,49.0,0.0,9.0,345.0,0.0,7.0,11.0,2.0,76.0,354.0,25.0,25.0,0.0,0.0,7.0,1.0,0.0,41.0,41.0,0.0,0.0,0.0,25.0,44.0,0.0,1.0,1.0,1.0,12.0,1.0,6.0,0.0,1.0,1.0,40.0,0.0,572.0,58.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.962962963,0.0,0.0,5.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,1.0,1.0,1.0,3.0,1.0,6.0,0.0,12.0,1.0,1.0,1.0,12.0,0.0,2.0,1.0,0.0,1.0,76.0,0.0,0.0,76.0,57.0,0.0,58.0,0.0,5.0,0.0,5.0,3.0,0.0,4.0,0,28,0,0,50,0,0,24,0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,1.0,1.0,1.649243077657597e-22,2.377864089411262e-22,0.0,0.0,1.130468496710105e-22,1.8189543467580952e-22,0.0,0.0,4.044537243925067e-21,1.6712321181832114e-21,0.0,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.0022546282459868,0.2242578644966403,0.1247257511714536
train-ticket-0.0.4,4,ts-rebook-service,28.0,4.0,1.0,23.0,72.0,113.0,76.0,12.0,1.0,56.0,1540.0,265.0,1084.0,572.0,706.0,437.0,362.0,123.0,0.0,7.0,566.0,0.2142857142857142,5.0,20.0,1.0,113.0,652.0,87.0,87.0,0.0,0.0,1.0,13.0,0.0,53.0,53.0,0.0,0.0,0.0,87.0,53.0,0.0,1.0,1.0,1.0,27.0,1.0,2.0,0.0,1.0,1.0,40.0,0.0,1097.0,131.0,0.0,0.0,0.0,0.65,0.0,0.9279448621578948,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9279448621578948,0.0,0.0,17.0,17.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,17.0,14.0,12.0,0.0,1.0,1.0,1.0,10.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,0.285714286,0.5,0.0,1.0,113.0,0.0,0.0,113.0,81.0,0.0,131.0,0.0,8.0,0.0,8.0,9.0,0.0,18.0,0,186,2,0,382,0,0,50,0,0,0,0.0,37.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,0.1513148149994521,0.0444152361629267,0.129561513543192,0.0321530838421326,0.103718265524175,0.0339755696049245,0.0922334923271486,0.1052237928511999,0.7558955684733448,0.2118176225669418,0.6314969013957077,0.1464167214892641,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.0933456496703865,0.1299103943812282,0.0722524115733797
train-ticket-0.0.4,4,ts-route-plan-service,27.0,2.0,2.0,17.0,51.0,65.0,53.0,6.0,1.0,40.0,1102.0,211.0,772.0,427.0,558.0,371.0,277.0,74.0,0.0,6.0,465.0,0.15,5.0,16.0,1.0,79.0,468.0,60.0,60.0,0.0,0.0,0.0,7.0,0.0,41.0,41.0,0.0,0.0,0.0,60.0,41.0,0.0,1.0,1.0,1.0,24.0,1.0,3.0,0.0,2.0,1.0,34.0,0.0,825.0,66.0,0.0,0.0,0.0,0.4375,0.0,0.9227777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.9227777778,0.0,0.0,10.0,10.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,10.0,8.0,5.0,0.0,1.0,1.0,1.0,9.0,1.0,3.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,0.75,0.0,0.0,1.0,79.0,0.0,0.0,79.0,58.0,0.0,66.0,0.0,8.0,0.0,8.0,4.0,0.0,9.0,0,82,0,0,486,0,0,30,0,0,0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,1.0,1.0,1.0,0.1252536622139279,0.0300728938983261,0.0965984538493182,0.0261647935825949,0.0858547300568457,0.023004351392303,0.0687674333856505,0.0856265866579707,0.6170978753005281,0.1381652622485181,0.4388966796016932,0.2063883649464531,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.0507961824414122,0.4043750879825045,0.2249017519044294
train-ticket-0.0.4,4,ts-route-service,12.0,1.0,2.0,11.0,47.0,24.0,48.0,0.0,1.0,38.0,793.0,118.0,572.0,314.0,408.0,243.0,210.0,49.0,0.0,9.0,347.0,0.0,7.0,11.0,2.0,62.0,353.0,26.0,26.0,0.0,0.0,5.0,1.0,0.0,38.0,38.0,0.0,0.0,0.0,26.0,42.0,0.0,1.0,1.0,1.0,14.0,1.0,5.0,0.0,2.0,1.0,37.0,0.0,625.0,60.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.962962963,0.0,0.0,5.0,5.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,12.0,1.0,1.0,1.0,12.0,0.0,2.0,1.0,0.0,0.416666667,62.0,0.0,0.0,62.0,54.0,0.0,60.0,0.0,4.0,0.0,4.0,3.0,0.0,6.0,0,40,0,0,90,0,0,10,0,0,0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,1.0,1.0,1.0,7.266089093132673e-25,5.567438810992254e-20,0.0,0.0,4.980517987525383e-25,4.258829203342492e-20,0.0,0.0,2.422901688054347e-23,8.74125232847682e-18,0.0,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.1763412948019174,0.0204915517058743,0.0113968095831134
train-ticket-0.0.4,4,ts-seat-service,30.0,2.0,1.0,14.0,40.0,41.0,42.0,3.0,1.0,35.0,1018.0,154.0,740.0,383.0,477.0,307.0,252.0,54.0,0.0,3.0,406.0,0.0857142857142857,5.0,13.0,1.0,51.5,401.0,31.0,31.0,0.0,0.0,1.0,4.0,0.0,33.0,33.0,0.0,0.0,0.0,31.0,33.0,0.0,1.0,1.0,1.0,20.0,1.0,2.0,0.0,1.0,1.0,29.0,0.0,765.0,49.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.90972222225,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.90972222225,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,7.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,0.5,0.0,1.0,50.5,1.0,1.0,52.0,41.0,1.0,49.0,0.0285714285714285,5.0,1.0,5.0,3.0,1.0,8.0,10,66,0,0,124,2,0,36,10,0,2,2.0,13.2,0.0,0.0,0.0,0.4,0.0,2.0,0.0,0.4,5.2,1.0,4.0,1.0,0.1245834171835079,0.0620574535332313,0.1073309811173106,0.0261647935825949,0.0853953127021629,0.0474710372874833,0.076407807786597,0.0856265866579708,0.592199817393422,0.304588117823211,0.48495061045209,0.023812408771398,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.4167630884958223,0.2624046224157381,0.1459418768439888
train-ticket-0.0.4,4,ts-security-service,17.0,3.0,2.0,14.0,62.0,55.0,65.0,3.0,1.0,50.0,930.0,147.0,671.0,401.0,439.0,303.0,196.0,65.0,0.0,11.0,361.0,0.06,7.0,12.0,2.0,77.0,343.0,37.0,37.0,0.0,0.0,2.0,4.0,0.0,43.0,43.0,0.0,0.0,0.0,37.0,47.0,0.0,1.0,1.0,1.0,14.0,1.0,5.0,0.0,2.0,1.0,39.0,0.0,612.0,77.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.9238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.9238095238,0.0,0.0,16.0,16.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,16.0,10.0,10.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,10.0,1.0,1.0,1.0,10.0,0.0,1.428571429,0.5,0.0,0.770833333,77.0,0.0,0.0,77.0,59.0,0.0,77.0,0.0,4.0,0.0,4.0,2.0,0.0,18.0,0,44,0,0,60,0,0,30,0,0,0,0.0,6.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,1.0,1.0,1.0,1.775029335648443e-21,0.0251684179162187,9.023506330689412e-20,0.0,1.2166882928723921e-21,0.0192526576155431,6.423740192245937e-20,0.0,2.2113487633426502e-20,0.1229748637781944,1.1586801700771879e-17,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.1613632224109365,0.1380273148327522,0.0767668084387366
train-ticket-0.0.4,4,ts-ticketinfo-service,14.0,2.0,0.0,13.0,37.0,39.0,39.0,1.0,1.0,32.0,563.0,107.0,427.0,269.0,278.0,207.0,91.0,42.0,0.0,5.0,227.0,0.03125,5.0,12.0,1.0,50.0,199.0,32.0,32.0,0.0,0.0,1.0,2.0,0.0,28.0,28.0,0.0,0.0,0.0,32.0,28.0,0.0,1.0,1.0,1.0,13.0,1.0,2.0,0.0,0.0,1.0,26.0,0.0,380.0,35.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.946969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.946969697,0.0,0.0,8.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,1.25,50.0,0.0,0.0,50.0,33.0,0.0,35.0,0.0,8.0,0.0,8.0,3.0,0.0,6.0,0,8,0,0,144,0,0,32,0,0,0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,3.7637456118409036e-17,0.0027758255872783,1.4046881762585907e-20,0.0,2.5798476291682145e-17,0.0021233762014852,9.99982885224568e-21,0.0,4.2353277668356303e-16,0.0124857642311821,8.044069190977739e-19,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.2364807553867031,0.0329495352121952,0.0183255804175058
train-ticket-0.0.4,4,ts-train-service,11.0,1.0,0.0,10.0,49.0,14.0,50.0,0.0,1.0,41.0,637.0,103.0,516.0,293.0,337.0,214.0,167.0,51.0,0.0,8.0,276.0,0.0,7.0,10.0,2.0,63.0,307.0,14.0,14.0,0.0,0.0,2.0,1.0,0.0,41.0,41.0,0.0,0.0,0.0,14.0,44.0,0.0,1.0,1.0,1.0,12.0,1.0,5.0,0.0,0.0,1.0,40.0,0.0,512.0,59.0,0.0,0.0,0.0,0.1,0.0,0.958333333375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.958333333375,0.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,4.0,12.0,12.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,12.0,0.0,1.0,1.0,12.0,0.0,2.0,1.0,0.0,1.0,63.0,0.0,0.0,63.0,59.0,0.0,59.0,0.0,5.0,0.0,5.0,2.0,0.0,3.0,0,32,0,0,10,0,0,18,0,0,0,0.0,4.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,1.0,1.0,1.391689971306768e-29,4.729612356942566e-19,0.0,0.0,9.539295274679452e-30,3.6179313163653066e-19,0.0,0.0,4.537409807152019e-28,7.355807792999538e-18,0.0,0.0,1.458902289145812,1.3072698023726137,1.4047122175927411,0.3055685693405986,0.178201026974255,0.1239418804531192,0.0689328964039492
