MS_system,Version Id,Microservice,Avg(Cognitive complexity),Cognitive complexity,Max(NBD),Max(SIX),Max(VG),Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_TAC,Taylor_FOM,Taylor_FOM_NORM
train-ticket-0.0.1,1,ts-admin-basic-info-service,10.0,70,2.0,2.0,8.0,6.1215791644320114e-18,0.009700139293102,2.007721167361185e-18,0.0,1.0151531482595029e-17,0.0175724339711189,3.0396759927603922e-18,0.0,0.0,4284604125830851.0,0.1015984591509261
train-ticket-0.0.1,1,ts-admin-order-service,12.285714285714286,86,3.0,1.6,18.0,8.44679666302346e-21,0.0083137762640698,4.366742471441417e-19,0.0,1.4007484008371454e-20,0.0150609470685552,6.611217968306547e-19,0.0,0.0,5690458042421017.0,0.1349346992146819
train-ticket-0.0.1,1,ts-admin-route-service,2.2857142857142856,16,2.0,1.5,2.0,6.923402241658826e-24,3.239838134819667e-19,3.588784738926206e-23,0.0,1.148120998438313e-23,5.869177748995544e-19,5.433395329709349e-23,0.0,0.0,1434580892151254.2,0.0340174270223074
train-ticket-0.0.1,1,ts-admin-travel-service,9.714285714285714,68,3.0,1.6,6.0,0.0506730849072172,0.0017814759765175,0.0331723530263006,9.664395788608057e-50,0.0840321431673514,0.0032272597354092,0.0502227135703047,0.0483175040618739,0.0,6061360926801134.0,0.1437297151463689
train-ticket-0.0.1,1,ts-admin-user-service,5.428571428571429,38,2.0,1.6,2.0,1.0073166214414811e-25,0.0,0.0,0.0,1.6704523654482955e-25,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,1,ts-assurance-service,5.666666666666667,34,3.0,2.0,3.0,1.0028381260530248e-25,6.653919743394298e-20,0.0,0.0,1.6630255911292232e-25,1.2054008896869068e-19,0.0,0.0,0.1179942466569038,1484680556943967.5,0.0352054127958894
train-ticket-0.0.1,1,ts-cancel-service,44.5,178,6.0,0.4,18.0,3.060269439326813e-18,0.0088872044480883,5.234897305675692e-19,0.0,5.074903178423907e-18,0.0160997495636915,7.9255983964858305e-19,0.0,5.551115123125783e-17,6889068379564874.0,0.1633566863574436
train-ticket-0.0.1,1,ts-config-service,3.3333333333333335,20,2.0,2.0,2.0,1.2078473689095605e-17,9.805756831202002e-20,0.0,0.0,2.0029963286103568e-17,1.7763767018859182e-19,0.0,0.0,0.100589751299936,1265685846676035.5,0.0300125117781995
train-ticket-0.0.1,1,ts-consign-price-service,2.3333333333333335,14,2.0,2.0,3.0,2.6210483321036487e-17,2.890084783284209e-17,0.0,0.0,4.346534439242552e-17,5.235576777883207e-17,0.0,0.0,0.0316712142079492,398507870354698.8,0.0094495977687794
train-ticket-0.0.1,1,ts-consign-service,2.0,10,2.0,2.0,3.0,3.640703151909336e-17,2.602567382436636e-19,1.0453683185356268e-22,0.0,6.037447474359302e-17,4.71472028404558e-19,1.5826804205194713e-22,0.0,0.1259577563185777,1704814421524927.2,0.0404253259527501
